"Step","time_reasoning/combined_tasks_from_inferring_easy_dynamic_alpha - rewards/time_difference/consistency_penalty_mean","time_reasoning/combined_tasks_from_inferring_easy_dynamic_alpha - rewards/time_difference/consistency_penalty_mean__MIN","time_reasoning/combined_tasks_from_inferring_easy_dynamic_alpha - rewards/time_difference/consistency_penalty_mean__MAX"
"1","0.9313527941703796","0.9313527941703796","0.9313527941703796"
"2","0.8836936950683594","0.8836936950683594","0.8836936950683594"
"3","0.9342529773712158","0.9342529773712158","0.9342529773712158"
"4","0.8933481574058533","0.8933481574058533","0.8933481574058533"
"5","0.9066267609596252","0.9066267609596252","0.9066267609596252"
"6","0.9034679532051086","0.9034679532051086","0.9034679532051086"
"7","0.9263834357261658","0.9263834357261658","0.9263834357261658"
"8","0.9540058374404907","0.9540058374404907","0.9540058374404907"
"9","0.8883422613143921","0.8883422613143921","0.8883422613143921"
"10","0.9265019297599792","0.9265019297599792","0.9265019297599792"
"11","0.9595837593078613","0.9595837593078613","0.9595837593078613"
"12","0.9203822016716003","0.9203822016716003","0.9203822016716003"
"13","0.9376875758171082","0.9376875758171082","0.9376875758171082"
"14","0.9333749413490295","0.9333749413490295","0.9333749413490295"
"15","0.9351323843002319","0.9351323843002319","0.9351323843002319"
"16","0.9528051614761353","0.9528051614761353","0.9528051614761353"
"17","0.93510502576828","0.93510502576828","0.93510502576828"
"18","0.9308591485023499","0.9308591485023499","0.9308591485023499"
"19","0.9037641882896423","0.9037641882896423","0.9037641882896423"
"20","0.9567459225654602","0.9567459225654602","0.9567459225654602"
"21","0.9488753080368042","0.9488753080368042","0.9488753080368042"
"22","0.9590819478034973","0.9590819478034973","0.9590819478034973"
"23","0.9624203443527222","0.9624203443527222","0.9624203443527222"
"24","0.8986213207244873","0.8986213207244873","0.8986213207244873"
"25","0.953051745891571","0.953051745891571","0.953051745891571"
"26","0.8764323592185974","0.8764323592185974","0.8764323592185974"
"27","0.9101786017417908","0.9101786017417908","0.9101786017417908"
"28","0.9131940007209778","0.9131940007209778","0.9131940007209778"
"29","0.9804600477218628","0.9804600477218628","0.9804600477218628"
"30","0.9576776027679443","0.9576776027679443","0.9576776027679443"
"31","0.9659608602523804","0.9659608602523804","0.9659608602523804"
"32","0.9788446426391602","0.9788446426391602","0.9788446426391602"
"33","0.9826791882514954","0.9826791882514954","0.9826791882514954"
"34","0.9204230904579163","0.9204230904579163","0.9204230904579163"
"35","0.953501284122467","0.953501284122467","0.953501284122467"
"36","0.9356377124786377","0.9356377124786377","0.9356377124786377"
"37","0.9398847818374634","0.9398847818374634","0.9398847818374634"
"38","0.9177961945533752","0.9177961945533752","0.9177961945533752"
"39","0.97982257604599","0.97982257604599","0.97982257604599"
"40","0.9816461801528931","0.9816461801528931","0.9816461801528931"
"41","0.9594877362251282","0.9594877362251282","0.9594877362251282"
"42","0.9881924986839294","0.9881924986839294","0.9881924986839294"
"43","0.9472654461860657","0.9472654461860657","0.9472654461860657"
"44","0.9448868036270142","0.9448868036270142","0.9448868036270142"
"45","0.981753408908844","0.981753408908844","0.981753408908844"
"46","0.9681288003921509","0.9681288003921509","0.9681288003921509"
"47","0.987595796585083","0.987595796585083","0.987595796585083"
"48","0.9633730053901672","0.9633730053901672","0.9633730053901672"
"49","0.9344797134399414","0.9344797134399414","0.9344797134399414"
"50","0.9634181261062622","0.9634181261062622","0.9634181261062622"
"51","0.9523797035217285","0.9523797035217285","0.9523797035217285"
"52","0.9285514950752258","0.9285514950752258","0.9285514950752258"
"53","0.9784474968910217","0.9784474968910217","0.9784474968910217"
"54","0.9855614900588989","0.9855614900588989","0.9855614900588989"
"55","0.9749555587768555","0.9749555587768555","0.9749555587768555"
"56","0.9724281430244446","0.9724281430244446","0.9724281430244446"
"57","0.9941384792327881","0.9941384792327881","0.9941384792327881"
"58","0.99004727602005","0.99004727602005","0.99004727602005"
"59","0.9808459281921387","0.9808459281921387","0.9808459281921387"
"60","0.974317193031311","0.974317193031311","0.974317193031311"
"61","0.9854471683502197","0.9854471683502197","0.9854471683502197"
"62","0.9942434430122375","0.9942434430122375","0.9942434430122375"
"63","0.9822613000869751","0.9822613000869751","0.9822613000869751"
"64","0.9766958355903625","0.9766958355903625","0.9766958355903625"
"65","0.9647772908210754","0.9647772908210754","0.9647772908210754"
"66","0.9554997086524963","0.9554997086524963","0.9554997086524963"
"67","0.9832313656806946","0.9832313656806946","0.9832313656806946"
"68","0.9822273254394531","0.9822273254394531","0.9822273254394531"
"69","0.9769876599311829","0.9769876599311829","0.9769876599311829"
"70","0.9907479286193848","0.9907479286193848","0.9907479286193848"
"71","0.97806316614151","0.97806316614151","0.97806316614151"
"72","0.9677299857139587","0.9677299857139587","0.9677299857139587"
"73","0.9809539914131165","0.9809539914131165","0.9809539914131165"
"74","0.9723061919212341","0.9723061919212341","0.9723061919212341"
"75","0.9675073623657227","0.9675073623657227","0.9675073623657227"
"76","0.9574982523918152","0.9574982523918152","0.9574982523918152"
"77","0.9696598052978516","0.9696598052978516","0.9696598052978516"
"78","0.9720170497894287","0.9720170497894287","0.9720170497894287"
"79","0.9555665850639343","0.9555665850639343","0.9555665850639343"
"80","0.9823406934738159","0.9823406934738159","0.9823406934738159"
"81","0.9614006280899048","0.9614006280899048","0.9614006280899048"
"82","0.9872795939445496","0.9872795939445496","0.9872795939445496"
"83","0.9823969602584839","0.9823969602584839","0.9823969602584839"
"84","0.9778680205345154","0.9778680205345154","0.9778680205345154"
"85","0.9599519968032837","0.9599519968032837","0.9599519968032837"
"86","0.9853143095970154","0.9853143095970154","0.9853143095970154"
"87","0.966214656829834","0.966214656829834","0.966214656829834"
"88","0.9762811660766602","0.9762811660766602","0.9762811660766602"
"89","0.9696091413497925","0.9696091413497925","0.9696091413497925"
"90","0.9532914757728577","0.9532914757728577","0.9532914757728577"
"91","0.981162428855896","0.981162428855896","0.981162428855896"
"92","0.9924176931381226","0.9924176931381226","0.9924176931381226"
"93","0.9881542325019836","0.9881542325019836","0.9881542325019836"
"94","0.9559482336044312","0.9559482336044312","0.9559482336044312"
"95","0.9851905107498169","0.9851905107498169","0.9851905107498169"
"96","0.9968408346176147","0.9968408346176147","0.9968408346176147"
"97","0.984062910079956","0.984062910079956","0.984062910079956"
"98","0.9833096861839294","0.9833096861839294","0.9833096861839294"
"99","0.9760380387306213","0.9760380387306213","0.9760380387306213"
"100","0.9662643671035767","0.9662643671035767","0.9662643671035767"
"101","0.990325927734375","0.990325927734375","0.990325927734375"
"102","0.9903687238693237","0.9903687238693237","0.9903687238693237"
"103","0.9909529089927673","0.9909529089927673","0.9909529089927673"
"104","0.9863716959953308","0.9863716959953308","0.9863716959953308"
"105","0.9936482310295105","0.9936482310295105","0.9936482310295105"
"106","0.9658070802688599","0.9658070802688599","0.9658070802688599"
"107","0.9867477416992188","0.9867477416992188","0.9867477416992188"
"108","0.9908444285392761","0.9908444285392761","0.9908444285392761"
"109","0.9938620924949646","0.9938620924949646","0.9938620924949646"
"110","0.9751114845275879","0.9751114845275879","0.9751114845275879"
"111","0.9951107501983643","0.9951107501983643","0.9951107501983643"
"112","0.9746612310409546","0.9746612310409546","0.9746612310409546"
"113","0.9920754432678223","0.9920754432678223","0.9920754432678223"
"114","0.9877721667289734","0.9877721667289734","0.9877721667289734"
"115","0.9618085026741028","0.9618085026741028","0.9618085026741028"
"116","0.9894306659698486","0.9894306659698486","0.9894306659698486"
"117","0.9866056442260742","0.9866056442260742","0.9866056442260742"
"118","0.9945493340492249","0.9945493340492249","0.9945493340492249"
"119","0.9859268665313721","0.9859268665313721","0.9859268665313721"
"120","0.9823120832443237","0.9823120832443237","0.9823120832443237"
"121","0.9577693939208984","0.9577693939208984","0.9577693939208984"
"122","0.9951514601707458","0.9951514601707458","0.9951514601707458"
"123","0.9820297360420227","0.9820297360420227","0.9820297360420227"
"124","0.9668312072753906","0.9668312072753906","0.9668312072753906"
"125","0.9977114796638489","0.9977114796638489","0.9977114796638489"
"126","0.9941877126693726","0.9941877126693726","0.9941877126693726"
"127","0.9880697131156921","0.9880697131156921","0.9880697131156921"
"128","0.9840905666351318","0.9840905666351318","0.9840905666351318"
"129","0.9842501878738403","0.9842501878738403","0.9842501878738403"
"130","0.9807226657867432","0.9807226657867432","0.9807226657867432"
"131","0.9885454773902893","0.9885454773902893","0.9885454773902893"
"132","0.9770023226737976","0.9770023226737976","0.9770023226737976"
"133","0.9890848398208618","0.9890848398208618","0.9890848398208618"
"134","0.9981571435928345","0.9981571435928345","0.9981571435928345"
"135","0.987382173538208","0.987382173538208","0.987382173538208"
"136","0.9693158268928528","0.9693158268928528","0.9693158268928528"
"137","0.9806063771247864","0.9806063771247864","0.9806063771247864"
"138","0.9542049765586853","0.9542049765586853","0.9542049765586853"
"139","0.9866900444030762","0.9866900444030762","0.9866900444030762"
"140","0.963866114616394","0.963866114616394","0.963866114616394"
"141","0.995921790599823","0.995921790599823","0.995921790599823"
"142","0.9803643226623535","0.9803643226623535","0.9803643226623535"
"143","0.9927868247032166","0.9927868247032166","0.9927868247032166"
"144","0.976279616355896","0.976279616355896","0.976279616355896"
"145","0.9976964592933655","0.9976964592933655","0.9976964592933655"
"146","0.9915363788604736","0.9915363788604736","0.9915363788604736"
"147","0.9978142380714417","0.9978142380714417","0.9978142380714417"
"148","0.9981873035430908","0.9981873035430908","0.9981873035430908"
"149","0.9883973002433777","0.9883973002433777","0.9883973002433777"
"150","0.9918509125709534","0.9918509125709534","0.9918509125709534"
"151","0.9915485978126526","0.9915485978126526","0.9915485978126526"
"152","0.998992919921875","0.998992919921875","0.998992919921875"
"153","0.9551923871040344","0.9551923871040344","0.9551923871040344"
"154","0.9978674650192261","0.9978674650192261","0.9978674650192261"
"155","0.9935828447341919","0.9935828447341919","0.9935828447341919"
"156","0.9989336729049683","0.9989336729049683","0.9989336729049683"
"157","0.9929832220077515","0.9929832220077515","0.9929832220077515"
"158","0.9918972849845886","0.9918972849845886","0.9918972849845886"
"159","0.9974104762077332","0.9974104762077332","0.9974104762077332"
"160","1","1","1"
"161","0.9912468791007996","0.9912468791007996","0.9912468791007996"
"162","0.9983739256858826","0.9983739256858826","0.9983739256858826"
"163","0.9891943335533142","0.9891943335533142","0.9891943335533142"
"164","0.998992919921875","0.998992919921875","0.998992919921875"
"165","0.98997962474823","0.98997962474823","0.98997962474823"
"166","0.996609628200531","0.996609628200531","0.996609628200531"
"167","1","1","1"
"168","0.988788902759552","0.988788902759552","0.988788902759552"
"169","0.9988670349121094","0.9988670349121094","0.9988670349121094"
"170","1","1","1"
"171","0.9884888529777527","0.9884888529777527","0.9884888529777527"
"172","0.9985011219978333","0.9985011219978333","0.9985011219978333"
"173","0.9901003837585449","0.9901003837585449","0.9901003837585449"
"174","0.9838288426399231","0.9838288426399231","0.9838288426399231"
"175","0.9925647974014282","0.9925647974014282","0.9925647974014282"
"176","0.9970827102661133","0.9970827102661133","0.9970827102661133"
"177","0.9911640286445618","0.9911640286445618","0.9911640286445618"
"178","0.9851211309432983","0.9851211309432983","0.9851211309432983"
"179","0.9953728318214417","0.9953728318214417","0.9953728318214417"
"180","0.998749852180481","0.998749852180481","0.998749852180481"
"181","0.9936115741729736","0.9936115741729736","0.9936115741729736"
"182","0.993125319480896","0.993125319480896","0.993125319480896"
"183","0.980712354183197","0.980712354183197","0.980712354183197"
"184","0.9965296983718872","0.9965296983718872","0.9965296983718872"
"185","0.9864256978034973","0.9864256978034973","0.9864256978034973"
"186","0.9934555292129517","0.9934555292129517","0.9934555292129517"
"187","0.9966012239456177","0.9966012239456177","0.9966012239456177"
"188","0.9826000928878784","0.9826000928878784","0.9826000928878784"
"189","0.9948082566261292","0.9948082566261292","0.9948082566261292"
"190","0.993212103843689","0.993212103843689","0.993212103843689"
"191","0.9884380102157593","0.9884380102157593","0.9884380102157593"
"192","0.9990459084510803","0.9990459084510803","0.9990459084510803"
"193","1","1","1"
"194","0.9995242357254028","0.9995242357254028","0.9995242357254028"
"195","1","1","1"
"196","0.9993656277656555","0.9993656277656555","0.9993656277656555"
"197","0.9928993582725525","0.9928993582725525","0.9928993582725525"
"198","0.999070405960083","0.999070405960083","0.999070405960083"
"199","1","1","1"
"200","0.9976775050163269","0.9976775050163269","0.9976775050163269"
"201","0.9933882355690002","0.9933882355690002","0.9933882355690002"
"202","1","1","1"
"203","1","1","1"
"204","0.9958566427230835","0.9958566427230835","0.9958566427230835"
"205","0.9960180521011353","0.9960180521011353","0.9960180521011353"
"206","0.9964501261711121","0.9964501261711121","0.9964501261711121"
"207","0.9949647784233093","0.9949647784233093","0.9949647784233093"
"208","0.9870970845222473","0.9870970845222473","0.9870970845222473"
"209","0.9985498785972595","0.9985498785972595","0.9985498785972595"
"210","0.9919435977935791","0.9919435977935791","0.9919435977935791"
"211","0.9953129291534424","0.9953129291534424","0.9953129291534424"
"212","1","1","1"
"213","0.9959718585014343","0.9959718585014343","0.9959718585014343"
"214","0.9933187961578369","0.9933187961578369","0.9933187961578369"
"215","1","1","1"
"216","0.9987722039222717","0.9987722039222717","0.9987722039222717"
"217","0.9989013671875","0.9989013671875","0.9989013671875"
"218","0.996491551399231","0.996491551399231","0.996491551399231"
"219","0.983744204044342","0.983744204044342","0.983744204044342"
"220","0.9950289726257324","0.9950289726257324","0.9950289726257324"
"221","1","1","1"
"222","0.9914343357086182","0.9914343357086182","0.9914343357086182"
"223","1","1","1"
"224","0.9986056089401245","0.9986056089401245","0.9986056089401245"
"225","1","1","1"
"226","0.99378502368927","0.99378502368927","0.99378502368927"
"227","1","1","1"
"228","0.9989336729049683","0.9989336729049683","0.9989336729049683"
"229","0.9976610541343689","0.9976610541343689","0.9976610541343689"
"230","0.9988304972648621","0.9988304972648621","0.9988304972648621"
"231","1","1","1"
"232","0.9950087070465088","0.9950087070465088","0.9950087070465088"
"233","1","1","1"
"234","1","1","1"
"235","0.9689446687698364","0.9689446687698364","0.9689446687698364"
"236","1","1","1"
"237","0.994275689125061","0.994275689125061","0.994275689125061"
"238","0.9991568922996521","0.9991568922996521","0.9991568922996521"
"239","0.9950562715530396","0.9950562715530396","0.9950562715530396"
"240","1","1","1"
"241","0.9966012239456177","0.9966012239456177","0.9966012239456177"
"242","0.9991157054901123","0.9991157054901123","0.9991157054901123"
"243","0.9909365773200989","0.9909365773200989","0.9909365773200989"
"244","0.9956840872764587","0.9956840872764587","0.9956840872764587"
"245","0.9938091039657593","0.9938091039657593","0.9938091039657593"
"246","1","1","1"
"247","0.9970890879631042","0.9970890879631042","0.9970890879631042"
"248","0.995856761932373","0.995856761932373","0.995856761932373"
"249","0.9925843477249146","0.9925843477249146","0.9925843477249146"
"250","0.9950516223907471","0.9950516223907471","0.9950516223907471"
"251","1","1","1"
"252","0.9944225549697876","0.9944225549697876","0.9944225549697876"
"253","0.9958566427230835","0.9958566427230835","0.9958566427230835"
"254","0.9951007962226868","0.9951007962226868","0.9951007962226868"
"255","0.9987052083015442","0.9987052083015442","0.9987052083015442"
"256","1","1","1"
"257","0.9972113370895386","0.9972113370895386","0.9972113370895386"
"258","0.9963746666908264","0.9963746666908264","0.9963746666908264"
"259","1","1","1"
"260","0.998791515827179","0.998791515827179","0.998791515827179"
"261","0.995856761932373","0.995856761932373","0.995856761932373"
"262","0.9989336729049683","0.9989336729049683","0.9989336729049683"
"263","0.9994233250617981","0.9994233250617981","0.9994233250617981"
"264","0.9980402588844299","0.9980402588844299","0.9980402588844299"
"265","1","1","1"
"266","0.9974104762077332","0.9974104762077332","0.9974104762077332"
"267","0.9971082210540771","0.9971082210540771","0.9971082210540771"
"268","0.9932803511619568","0.9932803511619568","0.9932803511619568"
"269","1","1","1"
"270","0.993829071521759","0.993829071521759","0.993829071521759"
"271","0.9957348704338074","0.9957348704338074","0.9957348704338074"
"272","0.9953520894050598","0.9953520894050598","0.9953520894050598"
"273","0.9943353533744812","0.9943353533744812","0.9943353533744812"
"274","0.9943353533744812","0.9943353533744812","0.9943353533744812"
"275","0.9949995279312134","0.9949995279312134","0.9949995279312134"
"276","0.9946932792663574","0.9946932792663574","0.9946932792663574"
"277","1","1","1"
"278","0.9946686029434204","0.9946686029434204","0.9946686029434204"
"279","1","1","1"
"280","0.9961838722229004","0.9961838722229004","0.9961838722229004"
"281","1","1","1"
"282","0.9991368055343628","0.9991368055343628","0.9991368055343628"
"283","0.9963747262954712","0.9963747262954712","0.9963747262954712"
"284","0.994597315788269","0.994597315788269","0.994597315788269"
"285","0.9974104166030884","0.9974104166030884","0.9974104166030884"
"286","0.9980403780937195","0.9980403780937195","0.9980403780937195"
"287","0.9989641308784485","0.9989641308784485","0.9989641308784485"
"288","0.9966012239456177","0.9966012239456177","0.9966012239456177"
"289","1","1","1"
"290","1","1","1"
"291","0.998791515827179","0.998791515827179","0.998791515827179"
"292","0.9978673458099365","0.9978673458099365","0.9978673458099365"
"293","0.9939576983451843","0.9939576983451843","0.9939576983451843"
"294","0.9956840872764587","0.9956840872764587","0.9956840872764587"
"295","1","1","1"
"296","0.9895055890083313","0.9895055890083313","0.9895055890083313"
"297","0.9959718585014343","0.9959718585014343","0.9959718585014343"
"298","1","1","1"
"299","0.9676083922386169","0.9676083922386169","0.9676083922386169"
"300","0.9879154562950134","0.9879154562950134","0.9879154562950134"
"301","0.9994562864303589","0.9994562864303589","0.9994562864303589"
"302","1","1","1"
"303","0.9949995279312134","0.9949995279312134","0.9949995279312134"
"304","0.9989641308784485","0.9989641308784485","0.9989641308784485"
"305","1","1","1"
"306","1","1","1"
"307","0.9945070147514343","0.9945070147514343","0.9945070147514343"
"308","0.9984237551689148","0.9984237551689148","0.9984237551689148"
"309","1","1","1"
"310","1","1","1"
"311","1","1","1"
"312","1","1","1"
"313","1","1","1"
"314","0.9989336729049683","0.9989336729049683","0.9989336729049683"
"315","1","1","1"
"316","0.9977341890335083","0.9977341890335083","0.9977341890335083"
"317","1","1","1"
"318","0.9989641308784485","0.9989641308784485","0.9989641308784485"
"319","0.9977341890335083","0.9977341890335083","0.9977341890335083"
"320","1","1","1"
"321","1","1","1"
"322","1","1","1"
"323","0.9938306212425232","0.9938306212425232","0.9938306212425232"
"324","0.9959717988967896","0.9959717988967896","0.9959717988967896"
"325","0.9932551980018616","0.9932551980018616","0.9932551980018616"
"326","0.9989013671875","0.9989013671875","0.9989013671875"
"327","1","1","1"
"328","0.9988304972648621","0.9988304972648621","0.9988304972648621"
"329","0.9915874004364014","0.9915874004364014","0.9915874004364014"
"330","0.99378502368927","0.99378502368927","0.99378502368927"
"331","0.9840798377990723","0.9840798377990723","0.9840798377990723"
"332","1","1","1"
"333","1","1","1"
"334","0.9898136258125305","0.9898136258125305","0.9898136258125305"
"335","1","1","1"
"336","0.999070405960083","0.999070405960083","0.999070405960083"
"337","1","1","1"
"338","0.9922354817390442","0.9922354817390442","0.9922354817390442"
"339","0.9988670349121094","0.9988670349121094","0.9988670349121094"
"340","0.9991157054901123","0.9991157054901123","0.9991157054901123"
"341","0.9764724969863892","0.9764724969863892","0.9764724969863892"
"342","0.9975830912590027","0.9975830912590027","0.9975830912590027"
"343","0.9957348704338074","0.9957348704338074","0.9957348704338074"
"344","1","1","1"
"345","1","1","1"
"346","0.9933881759643555","0.9933881759643555","0.9933881759643555"
"347","0.997528076171875","0.997528076171875","0.997528076171875"
"348","0.9824676513671875","0.9824676513671875","0.9824676513671875"
"349","0.9697720408439636","0.9697720408439636","0.9697720408439636"
"350","0.9840500354766846","0.9840500354766846","0.9840500354766846"
"351","1","1","1"
"352","1","1","1"
"353","1","1","1"
"354","0.9989336729049683","0.9989336729049683","0.9989336729049683"
"355","0.9845408797264099","0.9845408797264099","0.9845408797264099"
"356","0.9879003167152405","0.9879003167152405","0.9879003167152405"
"357","1","1","1"
"358","0.9944225549697876","0.9944225549697876","0.9944225549697876"
"359","0.9981407523155212","0.9981407523155212","0.9981407523155212"
"360","1","1","1"
"361","0.9926723837852478","0.9926723837852478","0.9926723837852478"
"362","0.9929506182670593","0.9929506182670593","0.9929506182670593"
"363","0.9898036122322083","0.9898036122322083","0.9898036122322083"
"364","1","1","1"
"365","0.9805464744567871","0.9805464744567871","0.9805464744567871"
"366","1","1","1"
"367","1","1","1"
"368","1","1","1"
"369","1","1","1"
"370","1","1","1"
"371","0.9977341890335083","0.9977341890335083","0.9977341890335083"
"372","0.9926109313964844","0.9926109313964844","0.9926109313964844"
"373","1","1","1"
"374","1","1","1"
"375","1","1","1"
"376","0.9968011975288391","0.9968011975288391","0.9968011975288391"
"377","0.9896473288536072","0.9896473288536072","0.9896473288536072"
"378","1","1","1"
"379","0.9979858994483948","0.9979858994483948","0.9979858994483948"
"380","0.9978674650192261","0.9978674650192261","0.9978674650192261"
"381","1","1","1"
"382","0.998791515827179","0.998791515827179","0.998791515827179"
"383","1","1","1"
"384","0.9825032949447632","0.9825032949447632","0.9825032949447632"
"385","0.999070405960083","0.999070405960083","0.999070405960083"
"386","1","1","1"
"387","1","1","1"
"388","1","1","1"
"389","1","1","1"
"390","0.9947831034660339","0.9947831034660339","0.9947831034660339"
"391","1","1","1"
"392","1","1","1"
"393","1","1","1"
"394","0.9977341294288635","0.9977341294288635","0.9977341294288635"
"395","1","1","1"
"396","0.9984894394874573","0.9984894394874573","0.9984894394874573"
"397","1","1","1"
"398","1","1","1"
"399","1","1","1"
"400","0.989652693271637","0.989652693271637","0.989652693271637"
"401","1","1","1"
"402","0.9989641308784485","0.9989641308784485","0.9989641308784485"
"403","0.9972809553146362","0.9972809553146362","0.9972809553146362"
"404","0.9991368055343628","0.9991368055343628","0.9991368055343628"
"405","1","1","1"
"406","1","1","1"
"407","1","1","1"
"408","1","1","1"
"409","1","1","1"
"410","1","1","1"
"411","1","1","1"
"412","1","1","1"
"413","1","1","1"
"414","1","1","1"
"415","0.9807225465774536","0.9807225465774536","0.9807225465774536"
"416","1","1","1"
"417","1","1","1"
"418","1","1","1"
"419","1","1","1"
"420","1","1","1"
"421","1","1","1"
"422","1","1","1"
"423","1","1","1"
"424","1","1","1"
"425","1","1","1"
"426","1","1","1"
"427","1","1","1"
"428","1","1","1"
"429","1","1","1"
"430","1","1","1"
"431","1","1","1"
"432","1","1","1"
"433","0.9990201592445374","0.9990201592445374","0.9990201592445374"
"434","1","1","1"
"435","1","1","1"
"436","1","1","1"
"437","1","1","1"
"438","1","1","1"
"439","1","1","1"
"440","1","1","1"
"441","1","1","1"
"442","1","1","1"
"443","1","1","1"
"444","1","1","1"
"445","1","1","1"
"446","1","1","1"
"447","1","1","1"
"448","1","1","1"
"449","0.9854691028594971","0.9854691028594971","0.9854691028594971"
"450","1","1","1"
"451","1","1","1"
"452","1","1","1"
"453","1","1","1"
"454","1","1","1"
"455","1","1","1"
"456","1","1","1"
"457","0.9945456981658936","0.9945456981658936","0.9945456981658936"
"458","1","1","1"
"459","1","1","1"
"460","1","1","1"