"Step","time_reasoning/combined_tasks_from_inferring_easy_dynamic_alpha - rewards/time_ordering/consistency_penalty_mean","time_reasoning/combined_tasks_from_inferring_easy_dynamic_alpha - rewards/time_ordering/consistency_penalty_mean__MIN","time_reasoning/combined_tasks_from_inferring_easy_dynamic_alpha - rewards/time_ordering/consistency_penalty_mean__MAX"
"1","0.8060645461082458","0.8060645461082458","0.8060645461082458"
"2","0.8186666369438171","0.8186666369438171","0.8186666369438171"
"3","0.7675199508666992","0.7675199508666992","0.7675199508666992"
"4","0.7671999931335449","0.7671999931335449","0.7671999931335449"
"5","0.7903478741645813","0.7903478741645813","0.7903478741645813"
"6","0.7432000041007996","0.7432000041007996","0.7432000041007996"
"7","0.7726315855979919","0.7726315855979919","0.7726315855979919"
"8","0.7813846468925476","0.7813846468925476","0.7813846468925476"
"9","0.7822068929672241","0.7822068929672241","0.7822068929672241"
"10","0.8425806760787964","0.8425806760787964","0.8425806760787964"
"11","0.8646154403686523","0.8646154403686523","0.8646154403686523"
"12","0.8676571249961853","0.8676571249961853","0.8676571249961853"
"13","0.8765517473220825","0.8765517473220825","0.8765517473220825"
"14","0.8941934704780579","0.8941934704780579","0.8941934704780579"
"15","0.8871428966522217","0.8871428966522217","0.8871428966522217"
"16","0.891567587852478","0.891567587852478","0.891567587852478"
"17","0.8981817960739136","0.8981817960739136","0.8981817960739136"
"18","0.9066667556762695","0.9066667556762695","0.9066667556762695"
"19","0.9638888835906982","0.9638888835906982","0.9638888835906982"
"20","0.9105555415153503","0.9105555415153503","0.9105555415153503"
"21","0.9351514577865601","0.9351514577865601","0.9351514577865601"
"22","0.9464865326881409","0.9464865326881409","0.9464865326881409"
"23","0.9496552348136902","0.9496552348136902","0.9496552348136902"
"24","0.9248484373092651","0.9248484373092651","0.9248484373092651"
"25","0.934857189655304","0.934857189655304","0.934857189655304"
"26","0.956000030040741","0.956000030040741","0.956000030040741"
"27","0.9351350665092468","0.9351350665092468","0.9351350665092468"
"28","0.9375","0.9375","0.9375"
"29","0.9233332872390747","0.9233332872390747","0.9233332872390747"
"30","0.9260000586509705","0.9260000586509705","0.9260000586509705"
"31","0.9337142705917358","0.9337142705917358","0.9337142705917358"
"32","0.91729736328125","0.91729736328125","0.91729736328125"
"33","0.9353846907615662","0.9353846907615662","0.9353846907615662"
"34","0.9195238351821899","0.9195238351821899","0.9195238351821899"
"35","0.956250011920929","0.956250011920929","0.956250011920929"
"36","0.9735714793205261","0.9735714793205261","0.9735714793205261"
"37","0.9437500238418579","0.9437500238418579","0.9437500238418579"
"38","0.9624999761581421","0.9624999761581421","0.9624999761581421"
"39","0.958709716796875","0.958709716796875","0.958709716796875"
"40","0.9444210529327393","0.9444210529327393","0.9444210529327393"
"41","0.9447618722915649","0.9447618722915649","0.9447618722915649"
"42","0.9466667175292969","0.9466667175292969","0.9466667175292969"
"43","0.9394286274909973","0.9394286274909973","0.9394286274909973"
"44","0.9549999833106995","0.9549999833106995","0.9549999833106995"
"45","0.9771427512168884","0.9771427512168884","0.9771427512168884"
"46","0.9836363792419434","0.9836363792419434","0.9836363792419434"
"47","0.9529410600662231","0.9529410600662231","0.9529410600662231"
"48","0.9604166746139526","0.9604166746139526","0.9604166746139526"
"49","0.9510000348091125","0.9510000348091125","0.9510000348091125"
"50","0.9666666388511658","0.9666666388511658","0.9666666388511658"
"51","0.9851428270339966","0.9851428270339966","0.9851428270339966"
"52","0.9500001072883606","0.9500001072883606","0.9500001072883606"
"53","0.8817646503448486","0.8817646503448486","0.8817646503448486"
"54","0.8648484945297241","0.8648484945297241","0.8648484945297241"
"55","0.9204999804496765","0.9204999804496765","0.9204999804496765"
"56","0.9358333349227905","0.9358333349227905","0.9358333349227905"
"57","0.9468420147895813","0.9468420147895813","0.9468420147895813"
"58","0.9471111297607422","0.9471111297607422","0.9471111297607422"
"59","0.9621620774269104","0.9621620774269104","0.9621620774269104"
"60","0.9257143139839172","0.9257143139839172","0.9257143139839172"
"61","0.9243749380111694","0.9243749380111694","0.9243749380111694"
"62","0.9399999380111694","0.9399999380111694","0.9399999380111694"
"63","0.9142857193946838","0.9142857193946838","0.9142857193946838"
"64","0.9479999542236328","0.9479999542236328","0.9479999542236328"
"65","0.9623076319694519","0.9623076319694519","0.9623076319694519"
"66","0.9536363482475281","0.9536363482475281","0.9536363482475281"
"67","0.9733334183692932","0.9733334183692932","0.9733334183692932"
"68","0.960606038570404","0.960606038570404","0.960606038570404"
"69","0.9437500238418579","0.9437500238418579","0.9437500238418579"
"70","0.9563157558441162","0.9563157558441162","0.9563157558441162"
"71","0.9745454788208008","0.9745454788208008","0.9745454788208008"
"72","0.9719999432563782","0.9719999432563782","0.9719999432563782"
"73","0.9831249117851257","0.9831249117851257","0.9831249117851257"
"74","0.9353846907615662","0.9353846907615662","0.9353846907615662"
"75","0.9758822917938232","0.9758822917938232","0.9758822917938232"
"76","0.9641860127449036","0.9641860127449036","0.9641860127449036"
"77","0.9588889479637146","0.9588889479637146","0.9588889479637146"
"78","0.9713333249092102","0.9713333249092102","0.9713333249092102"
"79","0.9643901586532593","0.9643901586532593","0.9643901586532593"
"80","0.9488236308097839","0.9488236308097839","0.9488236308097839"
"81","0.9516128897666931","0.9516128897666931","0.9516128897666931"
"82","0.965624988079071","0.965624988079071","0.965624988079071"
"83","0.9758332967758179","0.9758332967758179","0.9758332967758179"
"84","0.9721211791038513","0.9721211791038513","0.9721211791038513"
"85","0.9820869565010071","0.9820869565010071","0.9820869565010071"
"86","0.9618181586265564","0.9618181586265564","0.9618181586265564"
"87","0.9876469969749451","0.9876469969749451","0.9876469969749451"
"88","0.9758620858192444","0.9758620858192444","0.9758620858192444"
"89","0.9710345268249512","0.9710345268249512","0.9710345268249512"
"90","0.9799999594688416","0.9799999594688416","0.9799999594688416"
"91","0.9690908789634705","0.9690908789634705","0.9690908789634705"
"92","0.9903225898742676","0.9903225898742676","0.9903225898742676"
"93","0.9887499809265137","0.9887499809265137","0.9887499809265137"
"94","0.9869564771652222","0.9869564771652222","0.9869564771652222"
"95","0.9813792109489441","0.9813792109489441","0.9813792109489441"
"96","0.972000002861023","0.972000002861023","0.972000002861023"
"97","0.9741464257240295","0.9741464257240295","0.9741464257240295"
"98","0.9806666970252991","0.9806666970252991","0.9806666970252991"
"99","0.9900000095367432","0.9900000095367432","0.9900000095367432"
"100","0.9914286136627197","0.9914286136627197","0.9914286136627197"
"101","0.9953845739364624","0.9953845739364624","0.9953845739364624"
"102","0.9887804985046387","0.9887804985046387","0.9887804985046387"
"103","0.9747058749198914","0.9747058749198914","0.9747058749198914"
"104","0.9906666874885559","0.9906666874885559","0.9906666874885559"
"105","0.9902702569961548","0.9902702569961548","0.9902702569961548"
"106","0.9854545593261719","0.9854545593261719","0.9854545593261719"
"107","0.9841175675392151","0.9841175675392151","0.9841175675392151"
"108","0.977948784828186","0.977948784828186","0.977948784828186"
"109","0.9917241334915161","0.9917241334915161","0.9917241334915161"
"110","0.9979310035705566","0.9979310035705566","0.9979310035705566"
"111","0.9983333349227905","0.9983333349227905","0.9983333349227905"
"112","0.99657142162323","0.99657142162323","0.99657142162323"
"113","0.994705855846405","0.994705855846405","0.994705855846405"
"114","0.9929412007331848","0.9929412007331848","0.9929412007331848"
"115","0.994705855846405","0.994705855846405","0.994705855846405"
"116","0.9959999322891235","0.9959999322891235","0.9959999322891235"
"117","0.996842086315155","0.996842086315155","0.996842086315155"
"118","0.9903225898742676","0.9903225898742676","0.9903225898742676"
"119","1","1","1"
"120","0.9841176867485046","0.9841176867485046","0.9841176867485046"
"121","0.9948935508728027","0.9948935508728027","0.9948935508728027"
"122","0.99647057056427","0.99647057056427","0.99647057056427"
"123","0.9855173230171204","0.9855173230171204","0.9855173230171204"
"124","0.9835293889045715","0.9835293889045715","0.9835293889045715"
"125","0.994705855846405","0.994705855846405","0.994705855846405"
"126","0.9886485934257507","0.9886485934257507","0.9886485934257507"
"127","0.9940000176429749","0.9940000176429749","0.9940000176429749"
"128","0.9930769801139832","0.9930769801139832","0.9930769801139832"
"129","0.9894117712974548","0.9894117712974548","0.9894117712974548"
"130","0.9826315641403198","0.9826315641403198","0.9826315641403198"
"131","0.9742857813835144","0.9742857813835144","0.9742857813835144"
"132","0.9929410815238953","0.9929410815238953","0.9929410815238953"
"133","0.9755555391311646","0.9755555391311646","0.9755555391311646"
"134","0.9906250238418579","0.9906250238418579","0.9906250238418579"
"135","0.9902439117431641","0.9902439117431641","0.9902439117431641"
"136","0.9829267263412476","0.9829267263412476","0.9829267263412476"
"137","0.9892306327819824","0.9892306327819824","0.9892306327819824"
"138","0.9882925748825073","0.9882925748825073","0.9882925748825073"
"139","0.9805128574371338","0.9805128574371338","0.9805128574371338"
"140","0.9949999451637268","0.9949999451637268","0.9949999451637268"
"141","0.9963635802268982","0.9963635802268982","0.9963635802268982"
"142","0.9876923561096191","0.9876923561096191","0.9876923561096191"
"143","0.9879999756813049","0.9879999756813049","0.9879999756813049"
"144","0.9831249117851257","0.9831249117851257","0.9831249117851257"
"145","0.9903225898742676","0.9903225898742676","0.9903225898742676"
"146","0.9714999198913574","0.9714999198913574","0.9714999198913574"
"147","0.9691891074180603","0.9691891074180603","0.9691891074180603"
"148","0.9726828932762146","0.9726828932762146","0.9726828932762146"
"149","0.9805881977081299","0.9805881977081299","0.9805881977081299"
"150","0.9836362600326538","0.9836362600326538","0.9836362600326538"
"151","0.9764285683631897","0.9764285683631897","0.9764285683631897"
"152","0.9850000143051147","0.9850000143051147","0.9850000143051147"
"153","0.9911110401153564","0.9911110401153564","0.9911110401153564"
"154","0.9794737100601196","0.9794737100601196","0.9794737100601196"
"155","0.9719999432563782","0.9719999432563782","0.9719999432563782"
"156","0.9813793301582336","0.9813793301582336","0.9813793301582336"
"157","0.987000048160553","0.987000048160553","0.987000048160553"
"158","1","1","1"
"159","0.9882926344871521","0.9882926344871521","0.9882926344871521"
"160","0.9789473414421082","0.9789473414421082","0.9789473414421082"
"161","0.991111159324646","0.991111159324646","0.991111159324646"
"162","0.969333291053772","0.969333291053772","0.969333291053772"
"163","0.9859090447425842","0.9859090447425842","0.9859090447425842"
"164","0.9952630996704102","0.9952630996704102","0.9952630996704102"
"165","0.9903225898742676","0.9903225898742676","0.9903225898742676"
"166","0.978787899017334","0.978787899017334","0.978787899017334"
"167","0.99657142162323","0.99657142162323","0.99657142162323"
"168","0.9946340918540955","0.9946340918540955","0.9946340918540955"
"169","0.9902702569961548","0.9902702569961548","0.9902702569961548"
"170","0.9839023947715759","0.9839023947715759","0.9839023947715759"
"171","0.9799999594688416","0.9799999594688416","0.9799999594688416"
"172","0.9888888597488403","0.9888888597488403","0.9888888597488403"
"173","0.9854545593261719","0.9854545593261719","0.9854545593261719"
"174","0.9876469969749451","0.9876469969749451","0.9876469969749451"
"175","0.9861538410186768","0.9861538410186768","0.9861538410186768"
"176","0.9804999828338623","0.9804999828338623","0.9804999828338623"
"177","0.9674285054206848","0.9674285054206848","0.9674285054206848"
"178","0.9804444313049316","0.9804444313049316","0.9804444313049316"
"179","0.968780517578125","0.968780517578125","0.968780517578125"
"180","0.9875675439834595","0.9875675439834595","0.9875675439834595"
"181","0.9787097573280334","0.9787097573280334","0.9787097573280334"
"182","0.981666624546051","0.981666624546051","0.981666624546051"
"183","0.9739131331443787","0.9739131331443787","0.9739131331443787"
"184","0.9750000238418579","0.9750000238418579","0.9750000238418579"
"185","0.9719999432563782","0.9719999432563782","0.9719999432563782"
"186","0.9835714101791382","0.9835714101791382","0.9835714101791382"
"187","0.9868749380111694","0.9868749380111694","0.9868749380111694"
"188","0.9866666197776794","0.9866666197776794","0.9866666197776794"
"189","0.9839023947715759","0.9839023947715759","0.9839023947715759"
"190","0.9887499809265137","0.9887499809265137","0.9887499809265137"
"191","0.9777777791023254","0.9777777791023254","0.9777777791023254"
"192","0.9857142567634583","0.9857142567634583","0.9857142567634583"
"193","0.9828570485115051","0.9828570485115051","0.9828570485115051"
"194","0.9886667132377625","0.9886667132377625","0.9886667132377625"
"195","0.9738461375236511","0.9738461375236511","0.9738461375236511"
"196","0.9924999475479126","0.9924999475479126","0.9924999475479126"
"197","0.9721951484680176","0.9721951484680176","0.9721951484680176"
"198","0.9866666197776794","0.9866666197776794","0.9866666197776794"
"199","0.9917241334915161","0.9917241334915161","0.9917241334915161"
"200","0.9724323749542236","0.9724323749542236","0.9724323749542236"
"201","0.9456250071525574","0.9456250071525574","0.9456250071525574"
"202","0.9647058844566345","0.9647058844566345","0.9647058844566345"
"203","0.9833333492279053","0.9833333492279053","0.9833333492279053"
"204","0.9811111688613892","0.9811111688613892","0.9811111688613892"
"205","0.9678571224212646","0.9678571224212646","0.9678571224212646"
"206","0.9756249189376831","0.9756249189376831","0.9756249189376831"
"207","0.9919999241828918","0.9919999241828918","0.9919999241828918"
"208","0.9837837219238281","0.9837837219238281","0.9837837219238281"
"209","0.9819511771202087","0.9819511771202087","0.9819511771202087"
"210","0.9875862002372742","0.9875862002372742","0.9875862002372742"
"211","0.9850000143051147","0.9850000143051147","0.9850000143051147"
"212","0.9684210419654846","0.9684210419654846","0.9684210419654846"
"213","0.9731034636497498","0.9731034636497498","0.9731034636497498"
"214","0.9823528528213501","0.9823528528213501","0.9823528528213501"
"215","0.9600000977516174","0.9600000977516174","0.9600000977516174"
"216","0.9579487442970276","0.9579487442970276","0.9579487442970276"
"217","0.9747369289398193","0.9747369289398193","0.9747369289398193"
"218","0.9707692265510559","0.9707692265510559","0.9707692265510559"
"219","0.9747369289398193","0.9747369289398193","0.9747369289398193"
"220","0.9735999703407288","0.9735999703407288","0.9735999703407288"
"221","0.9787096381187439","0.9787096381187439","0.9787096381187439"
"222","0.9805881977081299","0.9805881977081299","0.9805881977081299"
"223","0.9786666631698608","0.9786666631698608","0.9786666631698608"
"224","0.9888371825218201","0.9888371825218201","0.9888371825218201"
"225","0.9736585021018982","0.9736585021018982","0.9736585021018982"
"226","0.9933332800865173","0.9933332800865173","0.9933332800865173"
"227","0.98499995470047","0.98499995470047","0.98499995470047"
"228","0.9963635802268982","0.9963635802268982","0.9963635802268982"
"229","0.9967567324638367","0.9967567324638367","0.9967567324638367"
"230","0.9929412007331848","0.9929412007331848","0.9929412007331848"
"231","0.9668571352958679","0.9668571352958679","0.9668571352958679"
"232","0.998285710811615","0.998285710811615","0.998285710811615"
"233","0.9984210133552551","0.9984210133552551","0.9984210133552551"
"234","0.9931429028511047","0.9931429028511047","0.9931429028511047"
"235","0.9962499737739563","0.9962499737739563","0.9962499737739563"
"236","0.9914284944534302","0.9914284944534302","0.9914284944534302"
"237","0.9963635802268982","0.9963635802268982","0.9963635802268982"
"238","0.9909090995788574","0.9909090995788574","0.9909090995788574"
"239","0.9887499809265137","0.9887499809265137","0.9887499809265137"
"240","0.9911110401153564","0.9911110401153564","0.9911110401153564"
"241","0.99657142162323","0.99657142162323","0.99657142162323"
"242","0.9798749685287476","0.9798749685287476","0.9798749685287476"
"243","0.9811428189277649","0.9811428189277649","0.9811428189277649"
"244","0.9855172038078308","0.9855172038078308","0.9855172038078308"
"245","0.9923076629638672","0.9923076629638672","0.9923076629638672"
"246","0.9864515662193298","0.9864515662193298","0.9864515662193298"
"247","0.9961289763450623","0.9961289763450623","0.9961289763450623"
"248","0.9872221946716309","0.9872221946716309","0.9872221946716309"
"249","0.9931429028511047","0.9931429028511047","0.9931429028511047"
"250","0.9866666197776794","0.9866666197776794","0.9866666197776794"
"251","0.9890908598899841","0.9890908598899841","0.9890908598899841"
"252","0.9823529124259949","0.9823529124259949","0.9823529124259949"
"253","0.9918918013572693","0.9918918013572693","0.9918918013572693"
"254","0.9892857074737549","0.9892857074737549","0.9892857074737549"
"255","0.99647057056427","0.99647057056427","0.99647057056427"
"256","0.9880000352859497","0.9880000352859497","0.9880000352859497"
"257","0.9941934943199158","0.9941934943199158","0.9941934943199158"
"258","1","1","1"
"259","0.9972726702690125","0.9972726702690125","0.9972726702690125"
"260","0.9962499737739563","0.9962499737739563","0.9962499737739563"
"261","0.995609700679779","0.995609700679779","0.995609700679779"
"262","0.9948570728302002","0.9948570728302002","0.9948570728302002"
"263","0.9779999852180481","0.9779999852180481","0.9779999852180481"
"264","0.9813793301582336","0.9813793301582336","0.9813793301582336"
"265","0.9933332800865173","0.9933332800865173","0.9933332800865173"
"266","0.9928571581840515","0.9928571581840515","0.9928571581840515"
"267","0.9981249570846558","0.9981249570846558","0.9981249570846558"
"268","0.998235285282135","0.998235285282135","0.998235285282135"
"269","0.9905555844306946","0.9905555844306946","0.9905555844306946"
"270","0.9751514792442322","0.9751514792442322","0.9751514792442322"
"271","0.9827026128768921","0.9827026128768921","0.9827026128768921"
"272","0.9818181991577148","0.9818181991577148","0.9818181991577148"
"273","0.9805405139923096","0.9805405139923096","0.9805405139923096"
"274","0.9907692670822144","0.9907692670822144","0.9907692670822144"
"275","0.9978570938110352","0.9978570938110352","0.9978570938110352"
"276","0.9855173230171204","0.9855173230171204","0.9855173230171204"
"277","0.9821622371673584","0.9821622371673584","0.9821622371673584"
"278","0.9892306327819824","0.9892306327819824","0.9892306327819824"
"279","0.9922580718994141","0.9922580718994141","0.9922580718994141"
"280","0.9918918013572693","0.9918918013572693","0.9918918013572693"
"281","0.985405445098877","0.985405445098877","0.985405445098877"
"282","0.9815384745597839","0.9815384745597839","0.9815384745597839"
"283","0.9854545593261719","0.9854545593261719","0.9854545593261719"
"284","0.996842086315155","0.996842086315155","0.996842086315155"
"285","0.9977777600288391","0.9977777600288391","0.9977777600288391"
"286","0.9850000143051147","0.9850000143051147","0.9850000143051147"
"287","0.9983333349227905","0.9983333349227905","0.9983333349227905"
"288","0.9903225898742676","0.9903225898742676","0.9903225898742676"
"289","0.9980645179748535","0.9980645179748535","0.9980645179748535"
"290","0.991111159324646","0.991111159324646","0.991111159324646"
"291","0.9857894778251648","0.9857894778251648","0.9857894778251648"
"292","0.9897142648696899","0.9897142648696899","0.9897142648696899"
"293","0.9899998903274536","0.9899998903274536","0.9899998903274536"
"294","0.9763635993003845","0.9763635993003845","0.9763635993003845"
"295","0.9678571224212646","0.9678571224212646","0.9678571224212646"
"296","0.9806451797485352","0.9806451797485352","0.9806451797485352"
"297","0.9910637140274048","0.9910637140274048","0.9910637140274048"
"298","0.9883332848548889","0.9883332848548889","0.9883332848548889"
"299","0.9857894778251648","0.9857894778251648","0.9857894778251648"
"300","0.9779999852180481","0.9779999852180481","0.9779999852180481"
"301","0.9755555391311646","0.9755555391311646","0.9755555391311646"
"302","0.9879999756813049","0.9879999756813049","0.9879999756813049"
"303","0.9818180799484253","0.9818180799484253","0.9818180799484253"
"304","0.9927272200584412","0.9927272200584412","0.9927272200584412"
"305","0.9941936135292053","0.9941936135292053","0.9941936135292053"
"306","0.9953845739364624","0.9953845739364624","0.9953845739364624"
"307","0.9911764860153198","0.9911764860153198","0.9911764860153198"
"308","0.9769229888916016","0.9769229888916016","0.9769229888916016"
"309","0.9883332848548889","0.9883332848548889","0.9883332848548889"
"310","1","1","1"
"311","0.9962499737739563","0.9962499737739563","0.9962499737739563"
"312","0.9935134649276733","0.9935134649276733","0.9935134649276733"
"313","0.998235285282135","0.998235285282135","0.998235285282135"
"314","1","1","1"
"315","0.9903225898742676","0.9903225898742676","0.9903225898742676"
"316","0.9906250238418579","0.9906250238418579","0.9906250238418579"
"317","0.9933333396911621","0.9933333396911621","0.9933333396911621"
"318","0.9981818199157715","0.9981818199157715","0.9981818199157715"
"319","0.9876922369003296","0.9876922369003296","0.9876922369003296"
"320","0.986153781414032","0.986153781414032","0.986153781414032"
"321","0.9957142472267151","0.9957142472267151","0.9957142472267151"
"322","1","1","1"
"323","0.9887501001358032","0.9887501001358032","0.9887501001358032"
"324","0.9897560477256775","0.9897560477256775","0.9897560477256775"
"325","0.9909090995788574","0.9909090995788574","0.9909090995788574"
"326","0.99692302942276","0.99692302942276","0.99692302942276"
"327","0.9931818246841431","0.9931818246841431","0.9931818246841431"
"328","0.994705855846405","0.994705855846405","0.994705855846405"
"329","0.9813793301582336","0.9813793301582336","0.9813793301582336"
"330","0.9845713376998901","0.9845713376998901","0.9845713376998901"
"331","0.9924999475479126","0.9924999475479126","0.9924999475479126"
"332","0.9922580718994141","0.9922580718994141","0.9922580718994141"
"333","0.9917240738868713","0.9917240738868713","0.9917240738868713"
"334","0.990399956703186","0.990399956703186","0.990399956703186"
"335","0.9912194013595581","0.9912194013595581","0.9912194013595581"
"336","0.998285710811615","0.998285710811615","0.998285710811615"
"337","0.991428554058075","0.991428554058075","0.991428554058075"
"338","1","1","1"
"339","0.9935713410377502","0.9935713410377502","0.9935713410377502"
"340","0.9902702569961548","0.9902702569961548","0.9902702569961548"
"341","0.9952630996704102","0.9952630996704102","0.9952630996704102"
"342","0.9853658676147461","0.9853658676147461","0.9853658676147461"
"343","0.9464285969734192","0.9464285969734192","0.9464285969734192"
"344","0.9774999022483826","0.9774999022483826","0.9774999022483826"
"345","0.9904000163078308","0.9904000163078308","0.9904000163078308"
"346","0.9938461184501648","0.9938461184501648","0.9938461184501648"
"347","0.9979999661445618","0.9979999661445618","0.9979999661445618"
"348","0.9882926344871521","0.9882926344871521","0.9882926344871521"
"349","0.9936841726303101","0.9936841726303101","0.9936841726303101"
"350","0.9981818199157715","0.9981818199157715","0.9981818199157715"
"351","0.9951351881027222","0.9951351881027222","0.9951351881027222"
"352","0.9914286136627197","0.9914286136627197","0.9914286136627197"
"353","1","1","1"
"354","0.9942857027053833","0.9942857027053833","0.9942857027053833"
"355","1","1","1"
"356","0.9864515662193298","0.9864515662193298","0.9864515662193298"
"357","0.9984999895095825","0.9984999895095825","0.9984999895095825"
"358","0.998378336429596","0.998378336429596","0.998378336429596"
"359","0.994782567024231","0.994782567024231","0.994782567024231"
"360","0.9725713133811951","0.9725713133811951","0.9725713133811951"
"361","0.9900000095367432","0.9900000095367432","0.9900000095367432"
"362","0.998378336429596","0.998378336429596","0.998378336429596"
"363","1","1","1"
"364","0.9948571920394897","0.9948571920394897","0.9948571920394897"
"365","0.9828571677207947","0.9828571677207947","0.9828571677207947"
"366","0.9953845739364624","0.9953845739364624","0.9953845739364624"
"367","0.9876469969749451","0.9876469969749451","0.9876469969749451"
"368","0.9752941131591797","0.9752941131591797","0.9752941131591797"
"369","0.9890909194946289","0.9890909194946289","0.9890909194946289"
"370","0.9872726798057556","0.9872726798057556","0.9872726798057556"
"371","0.9911110997200012","0.9911110997200012","0.9911110997200012"
"372","0.9912195801734924","0.9912195801734924","0.9912195801734924"
"373","1","1","1"
"374","0.9925000071525574","0.9925000071525574","0.9925000071525574"
"375","1","1","1"
"376","0.9884848594665527","0.9884848594665527","0.9884848594665527"
"377","1","1","1"
"378","1","1","1"
"379","0.9966666102409363","0.9966666102409363","0.9966666102409363"
"380","0.998378336429596","0.998378336429596","0.998378336429596"
"381","0.9962499737739563","0.9962499737739563","0.9962499737739563"
"382","1","1","1"
"383","0.9984615445137024","0.9984615445137024","0.9984615445137024"
"384","0.9983333349227905","0.9983333349227905","0.9983333349227905"
"385","1","1","1"
"386","0.9979999661445618","0.9979999661445618","0.9979999661445618"
"387","0.9879999756813049","0.9879999756813049","0.9879999756813049"
"388","0.9905263185501099","0.9905263185501099","0.9905263185501099"
"389","1","1","1"
"390","0.9815789461135864","0.9815789461135864","0.9815789461135864"
"391","0.9925000071525574","0.9925000071525574","0.9925000071525574"
"392","1","1","1"
"393","0.9868749380111694","0.9868749380111694","0.9868749380111694"
"394","0.9713042378425598","0.9713042378425598","0.9713042378425598"
"395","0.9777141213417053","0.9777141213417053","0.9777141213417053"
"396","0.9918919205665588","0.9918919205665588","0.9918919205665588"
"397","0.9880000948905945","0.9880000948905945","0.9880000948905945"
"398","0.9872726798057556","0.9872726798057556","0.9872726798057556"
"399","0.9787096381187439","0.9787096381187439","0.9787096381187439"
"400","0.9887499809265137","0.9887499809265137","0.9887499809265137"
"401","0.9811427593231201","0.9811427593231201","0.9811427593231201"
"402","0.9606250524520874","0.9606250524520874","0.9606250524520874"
"403","0.998235285282135","0.998235285282135","0.998235285282135"
"404","0.9951351881027222","0.9951351881027222","0.9951351881027222"
"405","0.9902702569961548","0.9902702569961548","0.9902702569961548"
"406","0.9917241334915161","0.9917241334915161","0.9917241334915161"
"407","1","1","1"
"408","0.981249988079071","0.981249988079071","0.981249988079071"
"409","0.9909089803695679","0.9909089803695679","0.9909089803695679"
"410","0.9381250143051147","0.9381250143051147","0.9381250143051147"
"411","0.9751724004745483","0.9751724004745483","0.9751724004745483"
"412","0.97157883644104","0.97157883644104","0.97157883644104"
"413","0.9978570938110352","0.9978570938110352","0.9978570938110352"
"414","0.9850000143051147","0.9850000143051147","0.9850000143051147"
"415","0.9839999675750732","0.9839999675750732","0.9839999675750732"
"416","0.9967567324638367","0.9967567324638367","0.9967567324638367"
"417","1","1","1"
"418","0.9945454001426697","0.9945454001426697","0.9945454001426697"
"419","0.9911764860153198","0.9911764860153198","0.9911764860153198"
"420","0.9940000176429749","0.9940000176429749","0.9940000176429749"
"421","1","1","1"
"422","0.9957142472267151","0.9957142472267151","0.9957142472267151"
"423","0.9949999451637268","0.9949999451637268","0.9949999451637268"
"424","0.99692302942276","0.99692302942276","0.99692302942276"
"425","0.9868749380111694","0.9868749380111694","0.9868749380111694"
"426","0.9880000948905945","0.9880000948905945","0.9880000948905945"
"427","0.9933333396911621","0.9933333396911621","0.9933333396911621"
"428","0.9986956119537354","0.9986956119537354","0.9986956119537354"
"429","0.9899998903274536","0.9899998903274536","0.9899998903274536"
"430","1","1","1"
"431","0.9961289763450623","0.9961289763450623","0.9961289763450623"
"432","0.9948571920394897","0.9948571920394897","0.9948571920394897"
"433","0.9917241334915161","0.9917241334915161","0.9917241334915161"
"434","0.9815384745597839","0.9815384745597839","0.9815384745597839"
"435","0.9909090995788574","0.9909090995788574","0.9909090995788574"
"436","0.9951350688934326","0.9951350688934326","0.9951350688934326"
"437","0.9927272796630859","0.9927272796630859","0.9927272796630859"
"438","0.9828571677207947","0.9828571677207947","0.9828571677207947"
"439","0.9726086258888245","0.9726086258888245","0.9726086258888245"
"440","0.9985365867614746","0.9985365867614746","0.9985365867614746"
"441","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"442","0.981999933719635","0.981999933719635","0.981999933719635"
"443","0.9876921772956848","0.9876921772956848","0.9876921772956848"
"444","0.9910000562667847","0.9910000562667847","0.9910000562667847"
"445","0.9750000238418579","0.9750000238418579","0.9750000238418579"
"446","0.9971428513526917","0.9971428513526917","0.9971428513526917"
"447","0.9923076629638672","0.9923076629638672","0.9923076629638672"
"448","0.9970731139183044","0.9970731139183044","0.9970731139183044"
"449","1","1","1"
"450","0.9977777600288391","0.9977777600288391","0.9977777600288391"
"451","0.99657142162323","0.99657142162323","0.99657142162323"
"452","1","1","1"
"453","0.9979310035705566","0.9979310035705566","0.9979310035705566"
"454","0.994705855846405","0.994705855846405","0.994705855846405"
"455","0.99647057056427","0.99647057056427","0.99647057056427"
"456","1","1","1"
"457","1","1","1"
"458","0.9899999499320984","0.9899999499320984","0.9899999499320984"
"459","0.972000002861023","0.972000002861023","0.972000002861023"
"460","1","1","1"